Statement,Label,subject
Google search spike suggests many people dont know why they voted for Brexit.,FALSE,technology
"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",TRUE,campaign-finance
Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,FALSE,"income,jobs,state-budget,state-finances,taxes"
Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.,FALSE,immigration
"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",FALSE,energy
There are 500 registered Republicans moving to Texas every day.,TRUE,population
Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,TRUE,taxes
"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.",TRUE,"income,women"
Says abortions are decreasing.,TRUE,abortion
Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,TRUE,"history,labor,state-budget"
Those who fail to buy health insurance under Obamacare face the threat of jail time.,FALSE,health-care
"Since December 2010 Florida has created 540,000 new jobs.",TRUE,jobs
People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,FALSE,"environment,state-budget,taxes,water"
The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.,TRUE,health-care
On choosing a Texas House speaker,FALSE,"elections,states"
She flunked the D.C. bar exam.,TRUE,candidates-biography
"Because of the new health care law, 2.5 million young adults now have coverage.",TRUE,"health-care,job-accomplishments,message-machine-2012"
Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.,TRUE,jobs
Farouk is on fire.,TRUE,job-accomplishments
Says Patrick Murphy was named one of Americas least effective congressmen.,FALSE,congress
Obamacare adds trillions to our deficits and to our national debt.,FALSE,"federal-budget,health-care"
"Frankly, (Hillary Clinton) doesnt do very well with women.",FALSE,"polls,women"
Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,FALSE,taxes
The gun industry isthe only business in America that is wholly protected from any kind of liability.,FALSE,"guns,legal-issues"
Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,TRUE,"candidates-biography,ethics,financial-regulation,legal-issues"
Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,TRUE,"message-machine,voting-record"
The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,FALSE,medicare
America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.,TRUE,terrorism
Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,TRUE,immigration
"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy.",FALSE,"economy,federal-budget,new-hampshire-2012,market-regulation"
"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",TRUE,terrorism
The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,TRUE,environment
"Health insurance companies are making record profits, right now.",FALSE,"corporations,health-care"
"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.",TRUE,"federal-budget,social-security"
"Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change, even though everyone blamed those things on George W. Bush.",FALSE,"foreign-policy,history,military"
This governor has given us continual balanced budgets without raising taxes.,TRUE,"state-budget,state-finances,taxes"
"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen.",FALSE,economy
Says Thom Tillis refuses to say what we should do to combat ISIS.,TRUE,"military,terrorism"
"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves.",FALSE,"civil-rights,corporations,ethics,food-safety,pundits,transparency"
Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.,FALSE,health-care
Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,TRUE,"women,workers"
"Says weve accomplished balancing two budgets without raising taxes. Weve now created 60,000 new private-sector jobs. Weve made government smaller.",TRUE,"job-accomplishments,jobs,state-budget,state-finances"
(The farm bill) has aprovision that would in many ways reduce the deficit.,TRUE,"agriculture,deficit"
Nobodys invited us to the Obama events in Atlanta.,FALSE,elections
A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.,FALSE,public-safety
Only about a third of Texans who enroll in college graduate.,TRUE,education
"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation.",TRUE,"economy,jobs"
"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.",TRUE,"economy,pundits"
Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.,FALSE,"health-care,medicare,message-machine-2012"
Christmas trees are grown in all 50 States.,TRUE,"agriculture,states"
Barack Hussein Obama will .. force Christian organizations to pay for abortions.,FALSE,"abortion,message-machine-2012"
"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.",TRUE,"state-budget,taxes"
"When we held recent economic dialogues with China, we agreed on over 100 different things including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.",FALSE,"china,crime,criminal-justice,foreign-policy,infrastructure"
Says the U.S. borrows 42 cents of every dollar Washington spends today and about half of that comes from countries like China.,TRUE,"deficit,federal-budget"
Barack Hussein Obama will ... force Christian schools to hire non-Christian teachers.,FALSE,"legal-issues,religion"
"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",FALSE,taxes
On an early date for Floridas presidential primary,FALSE,elections
"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism.""",FALSE,oil-spill
